8.94 10.04 9.38 10.28 9.41
10.0 9.45 10.59 9.18 9.41
10.4 9.41 10.28 9.53 10.47
10.67 9.18 10.63 9.1 10.0
10.32 10.51 9.14 11.14 9.38
8.47 10.47 9.53 9.34 10.28
10.51 10.2 9.18 10.98 8.83
9.14 9.73 9.53 10.71 9.41
10.0 10.28 10.2 10.75 10.36
10.9 10.4 9.77 10.98 9.26
10.4 10.47 10.71 8.98 11.14
10.75 9.1 10.28 9.57 9.18
10.67 11.38 10.08 8.32 10.47
10.63 9.57 9.65 11.38 8.36
9.69 11.26 9.26 10.79 8.47
10.63 8.9 8.67 9.41 10.4
10.32 8.63 9.89 9.1 9.81
9.45 10.2 9.38 9.77 9.41
9.41 10.36 9.89 10.16 10.08
10.98 10.51 10.43 10.67 9.57
10.24 10.47 9.38 10.0 9.34
9.38 9.81 9.14 9.92 9.65
9.26 10.36 9.1 10.2 9.53
8.67 9.02 10.55 8.36 10.47
9.34 10.36 8.71 10.4 10.83
8.43 10.04 7.88 10.08 10.71
10.0 9.41 9.38 10.2 9.34
8.71 9.3 10.2 8.71 9.96
9.3 9.34 10.0 9.02 8.63
10.0 9.41 8.94 8.04 9.89
7.88 9.96 9.65 7.49 9.57
9.3 8.83 10.47 8.9 10.12
9.77 10.04 9.69 9.57 9.57
9.34 10.98 8.71 10.2 9.73
8.87 9.65 9.61 9.18 10.0
9.02 9.34 9.38 9.22 9.38
9.34 9.3 9.41 8.2 9.22
8.28 8.9 8.75 8.75 8.79
9.65 8.04 9.89 8.24 9.57
9.65 8.36 9.81 10.0 9.26
10.32 9.77 8.75 9.26 10.4
9.45 9.69 9.26 10.04 8.83
10.12 8.59 9.22 10.16 8.87
9.53 9.3 8.43 9.34 9.69
8.71 8.75 8.94 8.87 9.22
8.51 9.06 9.65 9.53 10.12
9.73 10.32 9.77 10.08 8.94
9.73 9.85 8.71 9.18 8.79
9.49 8.79 8.59 9.49 10.04
9.1 8.94 10.63 9.14 8.79
8.24 9.89 9.61 9.61 8.98
10.2 10.28 8.79 9.22 10.51
9.34 9.57 9.3 10.04 10.16
8.75 8.83 9.69 9.81 9.41
9.3 8.12 9.49 8.63 8.36
8.51 10.0 8.75 8.39 8.79
9.89 9.49 10.0 8.94 9.3
9.96 10.51 9.45 9.14 9.14
9.65 9.41 9.41 8.75 9.89
10.08 9.69 9.77 8.39 8.9
8.87 9.3 10.24 9.1 8.2
9.02 8.87 9.89 9.06 8.12
9.81 8.87 9.41 10.51 10.43
9.14 8.67 8.98 9.69 9.85
10.2 10.12 8.47 8.51 8.67
10.2 10.08 9.61 9.06 9.89
10.87 10.51 9.49 10.51 9.61
10.9 10.08 10.83 9.18 8.98
8.63 9.26 10.4 7.96 9.53
7.92 9.89 9.45 9.34 10.98
8.87 10.12 9.41 9.14 9.53
9.34 9.73 10.71 9.69 10.12
9.49 10.43 9.18 9.92 9.02
10.16 10.04 10.59 9.89 10.16
10.0 10.08 9.26 9.77 9.22
8.98 8.87 10.71 9.1 9.3
8.9 9.14 7.65 9.3 7.88
8.16 7.73 8.67 9.57 9.85
9.38 9.02 10.16 9.61 9.92
10.51 11.14 8.9 11.81 10.08
10.71 9.41 9.65 11.3 9.3
8.55 9.45 11.06 8.63 10.67
9.06 9.45 10.67 9.92 9.06
8.51 9.02 7.41 8.83 9.34
9.57 9.65 8.79 9.73 8.0
8.94 9.89 8.87 10.43 9.73
9.96 9.34 9.69 9.69 8.63
9.73 9.85 8.39 10.24 8.63
8.9 9.61 9.1 10.51 8.47
10.4 9.96 8.9 9.57 9.41
9.69 8.32 10.0 9.57 8.63
8.36 9.3 9.06 10.4 8.12
8.71 8.98 8.55 9.57 9.92
8.83 9.57 10.32 8.2 10.2
10.0 8.79 9.65 8.32 9.26
10.36 8.67 9.77 9.26 8.71
10.16 9.45 9.89 9.85 9.22
8.87 9.49 9.92 9.49 9.65
9.45 8.32 9.49 8.2 10.24
9.34 9.57 9.65 9.69 8.75
9.61 9.1 8.9 8.83 9.89
9.81 9.53 9.53 9.41 8.36
9.96 10.12 8.36 9.96 8.79
8.63 10.32 9.06 9.22 8.75
9.02 10.67 9.85 10.4 9.65
9.1 9.3 9.73 9.61 8.63
9.22 8.16 9.85 10.12 8.87
10.24 7.85 8.51 10.16 10.43
9.14 9.61 9.57 9.45 10.32
8.75 9.26 8.79 9.26 8.67
9.96 8.28 8.24 8.79 9.49
10.08 8.28 9.61 8.04 8.32
8.36 10.55 8.32 10.32 9.49
9.02 10.36 10.43 10.04 9.26
11.45 10.12 10.67 8.79 11.57
10.43 10.43 10.71 8.79 10.71
9.61 9.85 10.36 9.34 8.63
8.55 9.02 9.69 8.51 9.77
8.79 9.18 8.94 8.83 8.43
8.28 9.34 8.98 8.79 9.18
10.2 9.81 10.2 9.34 10.0
10.75 9.26 9.85 10.83 9.65
10.59 9.38 10.08 8.51 10.9
8.67 8.71 9.14 8.71 9.41
9.69 9.3 8.79 10.4 8.04
10.43 8.79 9.49 9.02 9.73
9.73 8.79 9.85 8.98 8.55
8.32 9.96 9.38 8.87 10.12
8.51 10.12 10.24 9.06 10.43
9.1 8.9 10.04 8.75 9.14
9.57 8.67 10.0 9.85 8.63
9.18 9.81 9.06 8.98 9.85
8.67 9.02 10.12 9.38 9.92
9.77 9.81 9.3 9.96 8.32
8.47 9.57 10.08 9.18 9.06
8.98 11.06 9.41 10.0 10.59
9.49 9.69 9.65 10.83 9.85
9.73 9.77 10.28 10.36 8.36
9.38 9.73 10.2 8.75 8.87
9.45 8.63 9.34 9.89 8.51
9.81 8.94 8.79 8.98 9.1
10.51 9.3 10.16 9.57 10.16
10.51 9.77 9.02 9.3 8.47
9.81 9.26 9.57 9.53 8.71
9.73 9.53 9.49 9.1 10.04
9.3 9.41 8.55 8.47 8.2
10.12 9.3 10.36 10.12 8.63
8.83 8.79 8.75 9.85 9.77
9.3 8.47 9.14 7.3 8.04
10.0 7.77 9.69 8.83 8.2
9.45 9.41 9.45 10.16 8.28
10.36 10.24 8.94 9.77 8.55
8.98 8.39 8.39 11.34 9.3
8.9 8.43 8.83 9.65 9.53
8.87 8.71 8.32 8.94 8.59
9.49 9.14 8.47 9.26 9.61
8.98 9.34 8.55 8.0 8.0
9.34 8.67 9.49 9.1 8.36
8.0 8.24 8.71 7.92 9.18
8.2 10.36 8.2 10.59 8.94
8.87 8.28 8.83 9.02 9.45
